product_id,name,category,subcategory,brand,base_price,base_rating,image_url
180,Infant and Toddler Boys BeanSport Swim Shorts,Fashion,"['Classic Teal Blue Sloth', 'Nautical Navy Anchor'",Generic,149.18,4.0,https://picsum.photos/seed/179/400/300
181,"Infant and Toddler Girls Sea Spray Swimsuit, One-Piece",Fashion,"['Brilliant Blue Fishies', 'Vibrant Purple Petals'",Generic,31.93,4.0,https://picsum.photos/seed/180/400/300
182,Rugged Ridge Waterproof Hiking Shoes,Fashion,['Graphite'],Generic,53.7,4.0,https://picsum.photos/seed/181/400/300
183,"Infant and Toddler Girls Sea Spray Swimsuit, Two-Piece",Fashion,"['Brilliant Blue Fishies', 'Vibrant Purple Petals'",Generic,85.13,4.0,https://picsum.photos/seed/182/400/300
184,"Toddlers Sun-and-Surf Bodysuit, Colorblock",Fashion,"['Bluebird', 'Night']",Generic,28.55,4.0,https://picsum.photos/seed/183/400/300
185,"Womens Maine Hunting Shoes, 10 Gore-Tex/Thinsulate",Fashion,['Brown/Brown'],Generic,134.05,4.0,https://picsum.photos/seed/184/400/300
186,"Infants and Toddlers BeanSport Surf Shirt, Long-Sleeve",Fashion,"['Night/Moonlight Blue', 'Stainless Steel/Aqua']",Generic,50.39,4.0,https://picsum.photos/seed/185/400/300
187,Womens Oboz Sawtooth Hiking Shoes,Fashion,['Pewter/Violet'],Generic,133.77,4.0,https://picsum.photos/seed/186/400/300
188,"Womens Merrell Chameleon 7 Hiking Shoes, Low Waterproof",Fashion,['Frozen Blue'],Generic,126.61,4.0,https://picsum.photos/seed/187/400/300
189,Womens Oboz Bridger Waterproof Hiking Boots,Fashion,"['Rio Red', 'Walnut']",Generic,38.93,4.0,https://picsum.photos/seed/188/400/300
190,Womens Brooks Cascadia 13 Gore-Tex Trail Running Shoes,Fashion,['Black/Pink'],Generic,49.45,4.0,https://picsum.photos/seed/189/400/300
191,Darn Tough Micro-Crew Cushion Socks,Fashion,"['Aqua Heather', 'Denim', 'Slate']",Generic,136.47,4.0,https://picsum.photos/seed/190/400/300
192,Womens Darn Tough Pixie Crew Socks,Fashion,"['Black', 'Navy', 'Sky']",Generic,56.74,4.0,https://picsum.photos/seed/191/400/300
193,Womens Brooks Adrenaline GTS 19 Running Shoes,Fashion,['Navy/Aqua'],Generic,59.48,4.0,https://picsum.photos/seed/192/400/300
194,Womens Salomon Sense Ride Trail Runner,Fashion,['Blue Bird/Deep Lagoon'],Generic,103.15,4.0,https://picsum.photos/seed/193/400/300
195,Womens SmartWool Hide and Seek No-Show Socks,Fashion,"['Charcoal', 'Light Gray', 'Moonbeam']",Generic,70.66,4.0,https://picsum.photos/seed/194/400/300
196,Womens New Balance 574 Walking Shoes,Fashion,['Grey/White'],Generic,96.67,4.0,https://picsum.photos/seed/195/400/300
197,"Cresta Hiking Socks, Midweight Two-Pack",Fashion,"['Deep Lagoon', 'Deep Wisteria', 'Graystone']",Generic,56.63,4.0,https://picsum.photos/seed/196/400/300
198,"Womens Westport Perforated Ankle Boots, Nubuck",Fashion,['Dark Cement'],Generic,135.93,4.0,https://picsum.photos/seed/197/400/300
199,Womens Chaco Z/Cloud X Sandals,Fashion,"['Tartan Magenta', 'Standard Peach']",Generic,81.7,4.0,https://picsum.photos/seed/198/400/300
200,Womens Salomon X-Mission 3 Trail Running Shoes,Fashion,['North Atlantic/Eggshell Blue'],Generic,134.93,4.0,https://picsum.photos/seed/199/400/300
201,"Womens Keen Terradora Waterproof Hiking Boots, Mid",Fashion,"['Astral Aura/Liberty', 'Stormy Weather/Wrought Ir",Generic,63.78,4.0,https://picsum.photos/seed/200/400/300
202,"Hearthside Slippers, Ballet",Fashion,"['Dark Cement', 'French Vanilla', 'Black', 'Blue S",Generic,52.23,4.0,https://picsum.photos/seed/201/400/300
203,Womens Gore-Tex Vasque Breeze 3.0 Hiking Shoes,Fashion,['Gargoyle/Columbia'],Generic,149.36,4.0,https://picsum.photos/seed/202/400/300
204,"Womens Deerfield Mule Slip-Ons, Suede",Fashion,['Toasted Coconut'],Generic,89.69,4.0,https://picsum.photos/seed/203/400/300
206,Womens Darn Tough Stripe No-Show Socks,Fashion,"['Ash', 'Glacier']",Generic,94.37,4.0,https://picsum.photos/seed/205/400/300
207,"Cresta Wool-Blend Hiking Socks, Midweight Quarter-Crew Two-Pack",Fashion,"['Deep Lagoon', 'Deep Wisteria', 'Graystone']",Generic,100.44,4.0,https://picsum.photos/seed/206/400/300
208,Womens Vasque Talus Trek Waterproof Hiking Shoes,Fashion,['Gargoyle/Jasper'],Generic,101.5,4.0,https://picsum.photos/seed/207/400/300
209,Westport Chelsea Boots,Fashion,['Mahogany'],Generic,136.0,4.0,https://picsum.photos/seed/208/400/300
210,Womens Oboz Bridger Waterproof Hiking Shoes,Fashion,['Walnut'],Generic,55.87,4.0,https://picsum.photos/seed/209/400/300
211,"Womens Wicked Good Moccasins, Plaid",Fashion,"['Royal Stewart', 'Black Watch']",Generic,60.87,4.0,https://picsum.photos/seed/210/400/300
212,Womens Keen Targhee Ventilated Hiking Shoes,Fashion,['Bungee Cord/Canton'],Generic,87.96,4.0,https://picsum.photos/seed/211/400/300
213,Womens Campside Blucher Mocs,Fashion,"['Dark Cocoa', 'Black']",Generic,147.6,4.0,https://picsum.photos/seed/212/400/300
214,"Womens Small Batch L.L.Bean Boots, Rubber Moc",Fashion,['Black/Black/Gum'],Generic,43.04,4.0,https://picsum.photos/seed/213/400/300
215,"Womens Westport Boots, Tall",Fashion,"['Black', 'Mahogany']",Generic,18.08,4.0,https://picsum.photos/seed/214/400/300
216,"Womens Wicked Good Original Camp Mocs, Deerskin-Lined",Fashion,['Natural'],Generic,147.89,4.0,https://picsum.photos/seed/215/400/300
217,Womens Merrell Moab 2 Waterproof Hiking Boots,Fashion,['Granite'],Generic,139.26,4.0,https://picsum.photos/seed/216/400/300
218,"Womens Signature Waxed-Canvas Maine Hunting Shoe, 16",Fashion,"['Black/Black', 'Marsh Brown/Brown']",Generic,90.3,4.0,https://picsum.photos/seed/217/400/300
219,Womens Keen Targhee II Waterproof Hiking Boots,Fashion,['Gargoyle/Caribbean Sea'],Generic,121.41,4.0,https://picsum.photos/seed/218/400/300
220,"Womens Bean Boots by L.L.Bean®, 10 Shearling-Lined",Fashion,['Brown/Brown'],Generic,18.39,4.0,https://picsum.photos/seed/219/400/300
221,Womens Vasque Talus Trek Waterproof Hiking Boots,Fashion,['Gargoyle/Damson'],Generic,126.17,4.0,https://picsum.photos/seed/220/400/300
222,Aaron Sandals by Kork-Ease,Fashion,"['Blue Suede', 'Brown']",Generic,50.23,4.0,https://picsum.photos/seed/221/400/300
223,"Womens Snow Sneakers, Mid Lace-Up",Fashion,"['Ash', 'Black']",Generic,45.4,4.0,https://picsum.photos/seed/222/400/300
224,"Womens Smartwool PhD Run Ultralight Micro Socks, Striped",Fashion,"['Medium Gray', 'Mint']",Generic,51.85,4.0,https://picsum.photos/seed/223/400/300
225,"Cresta Hiking Socks, Lightweight Two-Pack",Fashion,"['Deep Lagoon', 'Deep Wisteria', 'Graystone']",Generic,72.36,4.0,https://picsum.photos/seed/224/400/300
226,Womens Wicked Good Lodge Chukkas,Fashion,['Brown'],Generic,27.75,4.0,https://picsum.photos/seed/225/400/300
227,Womens Salomon Outline Low Gore-Tex Hiking Shoes,Fashion,['Trellis/Navy Blazer'],Generic,114.05,4.0,https://picsum.photos/seed/226/400/300
228,"Womens Wicked Good Slipper, One-Band Slide",Fashion,['Brown'],Generic,108.5,4.0,https://picsum.photos/seed/227/400/300
229,Womens North Peak Ventilated Trail Shoes,Fashion,['Shale Gray/Reef Coral'],Generic,111.64,4.0,https://picsum.photos/seed/228/400/300
230,"Womens Ahnu Sugarpine II Hiking Boots, Waterproof",Fashion,['Insignia Blue'],Generic,47.38,4.0,https://picsum.photos/seed/229/400/300
231,"Signature Retro Colorblock Waxed-Canvas Bean Boots, 10",Fashion,"['Black/Olive', 'Navy/Terracotta']",Generic,90.09,4.0,https://picsum.photos/seed/230/400/300
232,Infants and Toddlers Discovery Rain Jacket,Fashion,"['Bright Yellow', 'Dark Royal Blue', 'Ruby Coral']",Generic,25.09,4.0,https://picsum.photos/seed/231/400/300
233,"Infants and Toddlers Katahdin Microfleece, Colorblock",Fashion,"['Federal Gray/Deep Orchid', 'Icy Violet/Bluebell'",Generic,135.73,4.0,https://picsum.photos/seed/232/400/300
234,Infants Hi-Loft Fleece Coveralls,Fashion,"['Chocolate', 'Natural', 'Classic Teal Blue', 'Sna",Generic,44.65,4.0,https://picsum.photos/seed/233/400/300
235,"Ledge Backpack, Colorblock",Fashion,"['Antique Plum', 'Bright Navy', 'Fiery Red']",Generic,18.43,4.0,https://picsum.photos/seed/234/400/300
236,Hillsound Trail Crampons,Fashion,['Black'],Generic,56.17,4.0,https://picsum.photos/seed/235/400/300
237,L.L.Bean Campus Commuter Pack,Fashion,"['Gray Heather', 'Coal', 'Teal Shadow']",Generic,20.74,4.0,https://picsum.photos/seed/236/400/300
238,Acadia National Park Patch,Fashion,['Multi'],Generic,129.62,4.0,https://picsum.photos/seed/237/400/300
239,Find Your Park Patch,Fashion,['Multi'],Generic,67.99,4.0,https://picsum.photos/seed/238/400/300
240,"L.L.Bean Explorer Backpack, Print",Fashion,"['Carbon Neon Shark', 'True Teal Flower Power']",Generic,50.5,4.0,https://picsum.photos/seed/239/400/300
241,"L.L.Bean Deluxe Book Pack, Print",Fashion,"['Coal Dust Herringbone', 'Periwinkle Sky Chevron'",Generic,83.24,4.0,https://picsum.photos/seed/240/400/300
242,L.L.Bean Deluxe Book Pack,Fashion,"['Black', 'Dahlia Purple', 'Fresh Mint', 'Navy', '",Generic,115.73,4.0,https://picsum.photos/seed/241/400/300
243,"Infants and Toddlers L.L.Bean Sweater Fleece, Full Zip",Fashion,"['Dark Mulberry', 'Glacier Blue']",Generic,71.61,4.0,https://picsum.photos/seed/242/400/300
244,Rocky Mountain National Park Patch,Fashion,['Multi'],Generic,80.64,4.0,https://picsum.photos/seed/243/400/300
245,"Womens Small Batch Tumbled-Leather L.L.Bean Boots, 7 Shearling-Lined Lounger",Fashion,['Dark Ash/Dark Ash/Brick Red'],Generic,79.41,4.0,https://picsum.photos/seed/244/400/300
246,Womens Merrell Siren Sport Q2 Waterproof Hiking Boots,Fashion,['Slate Black'],Generic,129.28,4.0,https://picsum.photos/seed/245/400/300
247,L.L.Bean Waxed-Canvas Continental Rucksack,Fashion,['Olive'],Generic,62.17,4.0,https://picsum.photos/seed/246/400/300
248,Pearl Izumi Elite Low Cycling Socks,Fashion,"['Core Screaming Pink', 'Core White']",Generic,26.15,4.0,https://picsum.photos/seed/247/400/300
249,Tech Tote,Fashion,"['Black', 'Fresh Mint']",Generic,87.86,4.0,https://picsum.photos/seed/248/400/300
250,"Womens Merrell Moab FST 2 Hiking Shoes, Low Waterproof",Fashion,['Granite/Shark'],Generic,33.73,4.0,https://picsum.photos/seed/249/400/300
251,"L.L.Bean Classic Wool Socks, Womens 2-Pack",Fashion,"['Black', 'Deep Port', 'Gray Heather']",Generic,86.76,4.0,https://picsum.photos/seed/250/400/300
252,SmartWool Margarita Socks,Fashion,"['Ash-Meadow Mauve', 'Deep Navy Heather', 'Medium ",Generic,102.36,4.0,https://picsum.photos/seed/251/400/300
253,"Womens PrimaLoft Performance Socks, Crew Height",Fashion,"['Night Heather', 'Vintage Lavender', 'Vintage Tea",Generic,127.31,4.0,https://picsum.photos/seed/252/400/300
254,"Womens Westport Boots, Tall Oil Suede",Fashion,['Dark Brown'],Generic,140.61,4.0,https://picsum.photos/seed/253/400/300
256,Thermacell Heated Insoles,Fashion,['Red'],Generic,40.49,4.0,https://picsum.photos/seed/255/400/300
257,"Darn Tough Good Witch Socks, Crew",Fashion,"['Dahlia Denim', 'Gertrud Gray', 'Roxanne Raspberr",Generic,43.74,4.0,https://picsum.photos/seed/256/400/300
258,"Womens Merrell Moab FST 2 Hiking Boots, Mid Waterproof",Fashion,['Black/Granite'],Generic,142.13,4.0,https://picsum.photos/seed/257/400/300
259,"Cotton Ragg Camp Socks,Two-Pack",Fashion,"['Darkest Navy/Cream', 'Deep Wine/Cream', 'Hunter ",Generic,139.72,4.0,https://picsum.photos/seed/258/400/300
260,"Womens Smartwool Margarita Hike Light Socks, Stripe",Fashion,"['Bordeaux', 'Charcoal', 'Light Gray']",Generic,58.44,4.0,https://picsum.photos/seed/259/400/300
261,Womens Darn Tough Her Spur Boot Socks,Fashion,"['Denim', 'Taupe']",Generic,121.91,4.0,https://picsum.photos/seed/260/400/300
262,"Wicked Good Toe Warmers, Pack of 18 Pairs",Fashion,[],Generic,117.27,4.0,https://picsum.photos/seed/261/400/300
263,Womens Salomon Outback 500 GTX Hiking Boots,Fashion,['Ebony/Black'],Generic,44.8,4.0,https://picsum.photos/seed/262/400/300
264,"Womens Bogs B Puffy Boot, Mid",Fashion,"['Black', 'Grape']",Generic,48.7,4.0,https://picsum.photos/seed/263/400/300
265,"Womens Maine Hunting Shoes, 10",Fashion,['Brown/Brown'],Generic,94.24,4.0,https://picsum.photos/seed/264/400/300
266,"Adults Wool-Blend Cresta Socks, Midweight Quarter-Crew One Pair",Fashion,['Deep Wisteria'],Generic,56.36,4.0,https://picsum.photos/seed/265/400/300
267,"Cresta No Fly Zone Hiking Socks, Lightweight Quarter-Crew Two-Pack",Fashion,"['Deep Wisteria', 'Graystone']",Generic,115.02,4.0,https://picsum.photos/seed/266/400/300
268,Superfeet Blue All-Purpose Insoles,Fashion,['Blue'],Generic,91.69,4.0,https://picsum.photos/seed/267/400/300
269,"Tumbled-Leather L.L.Bean Boots, 7 Lounger",Fashion,['Tan/Brown'],Generic,129.25,4.0,https://picsum.photos/seed/268/400/300
270,Womens Chaco Diana Sandals,Fashion,['Florentine Ava'],Generic,135.1,4.0,https://picsum.photos/seed/269/400/300
271,"Womens Ultralight Waterproof Pac Boots, Mid",Fashion,['Asphalt'],Generic,149.15,4.0,https://picsum.photos/seed/270/400/300
272,Superfeet Carbon Premium Insoles,Fashion,['Carbon'],Generic,87.55,4.0,https://picsum.photos/seed/271/400/300
273,"Cotton Ragg Lightweight Crew Sock, Two-Pack",Fashion,"['Darkest Navy+Gray', 'Orange Spice+Fawn', 'Pastel",Generic,52.46,4.0,https://picsum.photos/seed/272/400/300
274,"Katahdin Hiking Shoes, Suede Mesh",Fashion,"['Brown/Camel Brown', 'Graphite/Cayenne']",Generic,144.53,4.0,https://picsum.photos/seed/273/400/300
275,Womens Traverse Trail Sneakers,Fashion,"['Dark Stone/Bright Berry', 'Frost Gray/Aqua Slpas",Generic,90.45,4.0,https://picsum.photos/seed/274/400/300
276,Westport Ankle-Strap Boots,Fashion,"['Black', 'Dark Barley']",Generic,91.43,4.0,https://picsum.photos/seed/275/400/300
277,"Womens Cotton Ragg Socks, Quarter-Crew Two-Pack",Fashion,"['Darkest Navy+Cream', 'Hunter Green+Gray', 'Port+",Generic,97.1,4.0,https://picsum.photos/seed/276/400/300
278,Womens Gore-Tex Vasque Breeze 3.0 Hiking Boots,Fashion,['Red Mahogany/Black Olive'],Generic,39.43,4.0,https://picsum.photos/seed/277/400/300
279,Womens Oboz Sapphire Waterproof Mid Hikers,Fashion,['Huckleberry'],Generic,102.34,4.0,https://picsum.photos/seed/278/400/300
280,"Womens Keen Targhee III Hikers, Waterproof Mid",Fashion,['Weiss/Boysenberry'],Generic,146.89,4.0,https://picsum.photos/seed/279/400/300
281,Small Batch 6 L.L.Bean Boots,Fashion,"['Cherry/Cherry/Guide Orange', 'Green/Natural/Gum'",Generic,111.69,4.0,https://picsum.photos/seed/280/400/300
282,"Merino Wool Ragg Socks, 10 Two-Pack",Fashion,"['Balsam+Gray', 'Charcoal/Charcoal', 'Gray/Gray', ",Generic,89.09,4.0,https://picsum.photos/seed/281/400/300
283,"Womens Merrell Chameleon 7, Low Ventilated",Fashion,['Slate'],Generic,42.95,4.0,https://picsum.photos/seed/282/400/300
284,Womens Irish Setter VaprTrek Hunting Boots,Fashion,['Mossy Oak Break Up Infinity'],Generic,128.06,4.0,https://picsum.photos/seed/283/400/300
285,"SmartWool PhD Outdoor Socks, Lightweight Crew",Fashion,"['Charcoal', 'Light Gray']",Generic,138.85,4.0,https://picsum.photos/seed/284/400/300
286,"Darn Tough Cushion Socks, Lightweight Micro-Crew",Fashion,"['Denim', 'Moss/Eggplant', 'Slate/Seafoam']",Generic,120.59,4.0,https://picsum.photos/seed/285/400/300
287,Womens Hoka One One Challenger ATR 4 Running Shoes,Fashion,['Poseidon/Bluebird'],Generic,133.89,4.0,https://picsum.photos/seed/286/400/300
288,Womens Darn Tough Katahdin Micro Crew Sock,Fashion,['Katahdin Logo'],Generic,64.38,4.0,https://picsum.photos/seed/287/400/300
289,Superfeet Copper Dynamic Molding Process Premium Insoles,Fashion,['Copper'],Generic,41.87,4.0,https://picsum.photos/seed/288/400/300
290,"Cresta No Fly Zone Hiking Socks, Lightweight Two-Pack",Fashion,"['Deep Wisteria', 'Graystone']",Generic,117.72,4.0,https://picsum.photos/seed/289/400/300
291,Adults Shearling Insoles,Fashion,"['Chocolate Brown', 'Graphite', 'Natural']",Generic,51.22,4.0,https://picsum.photos/seed/290/400/300
292,"Quad Pack, Heather",Fashion,['Marine Blue'],Generic,27.99,4.0,https://picsum.photos/seed/291/400/300
293,Quad Pack,Fashion,"['Black/Carbon', 'Fresh Mint/Mineral Gray']",Generic,96.5,4.0,https://picsum.photos/seed/292/400/300
294,"Womens Keen Targhee III Hikers, Waterproof",Fashion,['Weiss/Boysenberry'],Generic,129.53,4.0,https://picsum.photos/seed/293/400/300
295,"Graphic Boot Socks, Two-Pack",Fashion,"['Beans Tartan+Oatmeal Heather', 'Lavender+Oatmeal",Generic,119.36,4.0,https://picsum.photos/seed/294/400/300
296,"Womens PrimaLoft Performance Socks,1/4 Crew",Fashion,"['Night Heather', 'Vintage Teal']",Generic,34.44,4.0,https://picsum.photos/seed/295/400/300
297,Ledge Backpack,Fashion,"['Black Heather', 'Bright Sapphire Gradient']",Generic,74.62,4.0,https://picsum.photos/seed/296/400/300
298,L.L.Bean Original Book Pack,Fashion,"['Brilliant Blue', 'Red', 'Royal']",Generic,128.44,4.0,https://picsum.photos/seed/297/400/300
299,"Rolling Book Pack Deluxe, Print",Fashion,"['Forest Moss Camo Haze', 'Fresh Mint Prism']",Generic,145.72,4.0,https://picsum.photos/seed/298/400/300
300,"Junior Original Book Pack, Print",Fashion,"['Classic Red Camo Multi', 'Dahlia Purple Lazy Dai",Generic,22.19,4.0,https://picsum.photos/seed/299/400/300
301,"L.L.Bean Original Book Pack, Print",Fashion,"['Bright Sapphire Feathers', 'Luminous Blue Camo M",Generic,117.34,4.0,https://picsum.photos/seed/300/400/300
302,Super Deluxe Book Pack,Fashion,"['Black', 'Cobalt Sea', 'Dark Orchid', 'Fresh Mint",Generic,146.98,4.0,https://picsum.photos/seed/301/400/300
303,Junior Original Book Pack,Fashion,"['Red', 'Royal']",Generic,105.71,4.0,https://picsum.photos/seed/302/400/300
304,"Mens MIF&W Tee, Long-Sleeve Brook Trout",Fashion,['Navy'],Generic,116.98,4.0,https://picsum.photos/seed/303/400/300
305,Turbo Transit Pack,Fashion,"['Black', 'Cobalt Sea', 'Dark Orchid', 'Night']",Generic,144.48,4.0,https://picsum.photos/seed/304/400/300
306,Rolling Deluxe Book Pack,Fashion,"['Black', 'Fresh Mint']",Generic,81.23,4.0,https://picsum.photos/seed/305/400/300
308,Mens No Fly Zone Hoodie,Fashion,"['Dusty Sage', 'Shadow']",Generic,82.26,4.0,https://picsum.photos/seed/307/400/300
309,"MIF&W Baseball Cap, Brook Trout",Fashion,['Navy'],Generic,100.88,4.0,https://picsum.photos/seed/308/400/300
310,Mens Travelers TEKCotton Vest,Fashion,"['Saddle', 'Vintage Olive']",Generic,143.84,4.0,https://picsum.photos/seed/309/400/300
311,"Ultimate Fishing Shirt, Long-Sleeve",Fashion,"['Dusty Sage', 'Graystone', 'Marine Blue']",Generic,24.66,4.0,https://picsum.photos/seed/310/400/300
312,L.L.Bean Junior Archery Set,Fashion,['Natural Wood'],Generic,53.67,4.0,https://picsum.photos/seed/311/400/300
313,Mens Angler Fishing Vest,Fashion,['Mineral Gray/Asphalt'],Generic,22.89,4.0,https://picsum.photos/seed/312/400/300
314,Rapid River Vest Pack,Fashion,['Forest Shade/Bay Leaf'],Generic,132.4,4.0,https://picsum.photos/seed/313/400/300
315,Mens Gore-Tex PacLite Stowaway Wading Jacket,Fashion,['Graphite'],Generic,97.96,4.0,https://picsum.photos/seed/314/400/300
316,Easton® Arrow Six-Pack,Fashion,['Multi'],Generic,115.52,4.0,https://picsum.photos/seed/315/400/300
317,Womens Henschel Aussie Breezer Hat,Fashion,['Natural'],Generic,119.59,4.0,https://picsum.photos/seed/316/400/300
318,"Mens Tropicwear Shirt, Plaid Long-Sleeve",Fashion,['Burnt Orange Plaid'],Generic,75.55,4.0,https://picsum.photos/seed/317/400/300
319,"Mens Tropicwear Shirt, Plaid Short-Sleeve",Fashion,"['Asphalt', 'Light Cobalt']",Generic,73.04,4.0,https://picsum.photos/seed/318/400/300
320,Black Hole Archery Target,Fashion,['Black'],Generic,33.93,4.0,https://picsum.photos/seed/319/400/300
321,Emerger II Wading Jacket,Fashion,['Ash'],Generic,119.73,4.0,https://picsum.photos/seed/320/400/300
322,Family Archery Set,Fashion,['Natural Wood'],Generic,65.31,4.0,https://picsum.photos/seed/321/400/300
323,Womens Travelers TEKCotton Vest,Fashion,"['Saddle', 'Vintage Olive']",Generic,21.32,4.0,https://picsum.photos/seed/322/400/300
324,Mens Tropicwear Zip-Leg Pants,Fashion,"['Dark Driftwood', 'Frost Gray']",Generic,46.53,4.0,https://picsum.photos/seed/323/400/300
325,Buff Coolnet UV Plus Multifunctional Headwear,Fashion,"['AD Maddox Chrome', 'AD Maddox Striper Rise', 'Am",Generic,85.73,4.0,https://picsum.photos/seed/324/400/300
326,Aussie Breezer Hat with SPF 30+,Fashion,"['Green', 'Khaki']",Generic,94.18,4.0,https://picsum.photos/seed/325/400/300
327,Sea to Summit Mosquito Head Net with Insect Shield,Fashion,[],Generic,79.38,4.0,https://picsum.photos/seed/326/400/300
328,Mens Buff Aqua Gloves,Fashion,['Pelagic Camo White'],Generic,138.1,4.0,https://picsum.photos/seed/327/400/300
329,Womens No Fly Zone Jacket,Fashion,"['Chalky Teal', 'Mineral Gray']",Generic,132.4,4.0,https://picsum.photos/seed/328/400/300
330,"Mens Tropicwear Shirt, Plaid Long-Sleeve",Fashion,"['Asphalt', 'Light Cobalt']",Generic,34.92,4.0,https://picsum.photos/seed/329/400/300
331,"Mens Tropicwear Shirt, Plaid Short-Sleeve",Fashion,"['Burnt Orange Plaid', 'Pale Turquoise Plaid']",Generic,114.55,4.0,https://picsum.photos/seed/330/400/300
332,"Tropicwear Shorts, 7 Inseam",Fashion,"['Dark Driftwood', 'Frost Gray']",Generic,21.51,4.0,https://picsum.photos/seed/331/400/300
333,"Womens No Fly Zone Field Tee, Short-Sleeve",Fashion,"['Bluestone', 'Shadow']",Generic,42.65,4.0,https://picsum.photos/seed/332/400/300
334,"Womens Tropicwear Shirt, Plaid Long-Sleeve",Fashion,"['Asphalt', 'Chalky Teal']",Generic,94.16,4.0,https://picsum.photos/seed/333/400/300
335,Mens No Fly Zone Jacket,Fashion,"['Mineral Gray', 'Mountain Blue']",Generic,66.87,4.0,https://picsum.photos/seed/334/400/300
336,Tropicwear Pants,Fashion,"['Dark Driftwood', 'Frost Gray']",Generic,140.67,4.0,https://picsum.photos/seed/335/400/300
337,Womens Tropicwear Capris,Fashion,"['Dark Driftwood', 'Frost Gray']",Generic,111.02,4.0,https://picsum.photos/seed/336/400/300
338,Mens Tropicwear Pants,Fashion,"['Dark Driftwood', 'Frost Gray']",Generic,76.71,4.0,https://picsum.photos/seed/337/400/300
339,"Mens Tropicwear Cargo Shorts, 7 Inseam",Fashion,"['Dark Driftwood', 'Frost Gray']",Generic,64.0,4.0,https://picsum.photos/seed/338/400/300
340,Tropicwear Zip-Leg Pants,Fashion,"['Dark Driftwood', 'Frost Gray']",Generic,66.79,4.0,https://picsum.photos/seed/339/400/300
341,Tropicwear Outback Hat,Fashion,"['Chili', 'Clay', 'Dusty Sage', 'Soft Blue']",Generic,55.27,4.0,https://picsum.photos/seed/340/400/300
342,"Womens Tropicwear Shirt, Sleeveless",Fashion,"['Lapis Quartz', 'Pale Turquoise', 'Pewter', 'Sunl",Generic,43.58,4.0,https://picsum.photos/seed/341/400/300
343,"Womens No Fly Zone Field Tee, Long-Sleeve",Fashion,"['Bluestone', 'Shadow']",Generic,131.69,4.0,https://picsum.photos/seed/342/400/300
344,"Mens No Fly Zone Tee, Short-Sleeve",Fashion,"['Dusty Sage', 'Shadow']",Generic,86.56,4.0,https://picsum.photos/seed/343/400/300
345,Mens No Fly Zone Zip-Leg Pants,Fashion,"['Asphalt', 'Dark Khaki']",Generic,51.76,4.0,https://picsum.photos/seed/344/400/300
