product_id,name,category,subcategory,brand,base_price,base_rating,image_url
346,"Tropicwear Shirt, Short-Sleeve",Fashion,"['Lapis Quartz', 'Pale Turquoise', 'Pewter', 'Sunl",Generic,89.67,4.0,https://picsum.photos/seed/345/400/300
347,"Mens No Fly Zone Field Tee, Long-Sleeve",Fashion,"['Dusty Sage', 'Shadow']",Generic,141.1,4.0,https://picsum.photos/seed/346/400/300
348,Womens Tropicwear Outback Hat,Fashion,"['Dusty Sage', 'Pewter', 'Sunlit Coral']",Generic,141.58,4.0,https://picsum.photos/seed/347/400/300
349,Buff Coolnet UV Plus Insect Shield Multifunctional Headwear,Fashion,"['Cassia', 'Hashtag', 'Mossy Oak Elements Graphite",Generic,67.08,4.0,https://picsum.photos/seed/348/400/300
350,Womens No Fly Zone Shirt,Fashion,"['Clay', 'Mid-Blue', 'Red Violet']",Generic,130.2,4.0,https://picsum.photos/seed/349/400/300
351,Womens No Fly Zone Hoodie,Fashion,"['Bluestone', 'Shadow']",Generic,102.91,4.0,https://picsum.photos/seed/350/400/300
352,"Womens No Fly Zone Pants, Zip-Leg",Fashion,"['Asphalt', 'Dark Khaki']",Generic,147.53,4.0,https://picsum.photos/seed/351/400/300
353,Mens No Fly Zone Shirt,Fashion,"['Clay', 'Dusk Blue', 'Dusty Olive']",Generic,22.6,4.0,https://picsum.photos/seed/352/400/300
354,"Tropicwear Shirt, Long-Sleeve",Fashion,"['Lapis Quartz', 'Pale Turquoise', 'Pewter', 'Sunl",Generic,48.0,4.0,https://picsum.photos/seed/353/400/300
355,Mens Tropicwear Shirt,Fashion,"['Capri Blue', 'Chalky Teal', 'Chili', 'Dusty Sage",Generic,92.15,4.0,https://picsum.photos/seed/354/400/300
356,"Mens Leather Double-Sole Slippers, Leather-Lined",Fashion,['Brown'],Generic,51.5,4.0,https://picsum.photos/seed/355/400/300
357,"Mens Tropicwear Shirt, Short-Sleeve",Fashion,"['Capri Blue', 'Chalky Teal', 'Chili', 'Dusty Sage",Generic,72.41,4.0,https://picsum.photos/seed/356/400/300
358,"Mens Campside Shoes, 2-Eye Wallabee",Fashion,"['Asphalt', 'Vintage Olive']",Generic,16.14,4.0,https://picsum.photos/seed/357/400/300
359,"Mens Small Batch Bean Boot, 6 Canvas",Fashion,['Dark Cement/Bean Boot Brown/Dark Olive'],Generic,86.9,4.0,https://picsum.photos/seed/358/400/300
360,"Mens Campside Shoe, Oxford Lace To Toe",Fashion,"['Asphalt', 'Carbon Navy']",Generic,58.53,4.0,https://picsum.photos/seed/359/400/300
361,Mens Wicked Good Scuffs III,Fashion,"['Brown', 'Chocolate Brown', 'Graphite']",Generic,22.69,4.0,https://picsum.photos/seed/360/400/300
362,Mens New Balance 877 Walking Shoes,Fashion,['Gray'],Generic,126.35,4.0,https://picsum.photos/seed/361/400/300
363,Mens Waterproof Hoka One One Sky Toa,Fashion,['Phantom'],Generic,116.67,4.0,https://picsum.photos/seed/362/400/300
364,"Mens Signature Handsewn Jackman Blucher Mocs, Leather",Fashion,"['Dark Brown', 'Saddle', 'Black']",Generic,92.52,4.0,https://picsum.photos/seed/363/400/300
365,"Mens Comfort Mocs, Leather Slides",Fashion,"['Black', 'Dark Brown']",Generic,86.23,4.0,https://picsum.photos/seed/364/400/300
366,"Ultralight Waterproof Insulated Pac Boot, Mid Pull-On",Fashion,"['Black', 'Dark Cement']",Generic,137.47,4.0,https://picsum.photos/seed/365/400/300
367,"CoolMax Nano Glide Multisport Socks, Two-Pack",Fashion,"['Adobe Orange+Stainless Steel', 'Crisp Lapis/Stai",Generic,76.69,4.0,https://picsum.photos/seed/366/400/300
368,Mens Signature Handsewn Jackman Camp Mocs,Fashion,"['Dark Brown', 'Saddle', 'Black', 'Deep Lagoon']",Generic,64.92,4.0,https://picsum.photos/seed/367/400/300
369,Mens Teva Original Universal Sandal,Fashion,"['Gc100 Boomerang', 'Pottery Black Multi']",Generic,132.73,4.0,https://picsum.photos/seed/368/400/300
370,"Mens Katahdin Iron Works Boots II, Plain Toe",Fashion,['Cordovan'],Generic,65.09,4.0,https://picsum.photos/seed/369/400/300
371,Mens OluKai NaI Waterproof Slip-Ons,Fashion,['Espresso/Black'],Generic,45.88,4.0,https://picsum.photos/seed/370/400/300
373,Mens Teva Holliway Sandals,Fashion,['Turkish Coffee'],Generic,82.35,4.0,https://picsum.photos/seed/372/400/300
374,"Mens Allagash Bison Handsewns, Oxford",Fashion,['Raisin'],Generic,54.76,4.0,https://picsum.photos/seed/373/400/300
375,Mens Merrell Moab FST 2 Ventilated Hiking Shoes,Fashion,['Olive/Adobe'],Generic,112.63,4.0,https://picsum.photos/seed/374/400/300
376,Mens Wicked Good Slippers,Fashion,"['Brown', 'Chocolate Brown']",Generic,78.49,4.0,https://picsum.photos/seed/375/400/300
377,"Mens Bean Boots by L.L.Bean®, 6",Fashion,['Tan/Brown'],Generic,69.94,4.0,https://picsum.photos/seed/376/400/300
378,Mens OluKai Ohana Sandals,Fashion,"['Black/Dark Shadow', 'Dark Java/Ray']",Generic,84.96,4.0,https://picsum.photos/seed/377/400/300
379,"Mens Casco Bay Boat Mocs, Venetian",Fashion,['Canyon'],Generic,117.14,4.0,https://picsum.photos/seed/378/400/300
380,Mens Merrell Nova Gore-Tex Trail Running Shoes,Fashion,['Black'],Generic,106.1,4.0,https://picsum.photos/seed/379/400/300
381,"Mens Comfort Mocs, Ventilated Slip-On",Fashion,"['Asphalt', 'Black', 'Brown']",Generic,67.0,4.0,https://picsum.photos/seed/380/400/300
382,Mens Trail Model 4 Waterproof Hiking Boots,Fashion,"['Dark Cement/Sable', 'Shale Gray/Graphite']",Generic,137.28,4.0,https://picsum.photos/seed/381/400/300
383,"Mens Wicked Good Deerskin-Lined Slippers, Original Venetian",Fashion,['Deepest Brown'],Generic,109.77,4.0,https://picsum.photos/seed/382/400/300
384,Mens Comfort Mocs®,Fashion,"['Chocolate', 'Ink Black']",Generic,104.99,4.0,https://picsum.photos/seed/383/400/300
385,"Mens Handsewn Slippers, Flannel-Lined",Fashion,"['Acorn', 'Brown']",Generic,99.93,4.0,https://picsum.photos/seed/384/400/300
386,"Mens Bogs Bozeman Boots, Tall",Fashion,['Black'],Generic,91.25,4.0,https://picsum.photos/seed/385/400/300
387,"Mens Wicked Good Slippers, Venetian",Fashion,"['Brown', 'Chocolate Brown']",Generic,130.96,4.0,https://picsum.photos/seed/386/400/300
388,Mens Swift River Sport Flip-Flops,Fashion,"['Carbon Navy', 'Dark Silt']",Generic,102.94,4.0,https://picsum.photos/seed/387/400/300
389,"Mens Allagash Bison Handsewns, Penny Loafers",Fashion,['Raisin'],Generic,40.66,4.0,https://picsum.photos/seed/388/400/300
390,"Mens Bean Boots by L.L.Bean®, Rubber Moc",Fashion,['Tan/Brown'],Generic,50.72,4.0,https://picsum.photos/seed/389/400/300
391,Mens Teva Omnium 2 Leather Sandals,Fashion,['Turkish Coffee'],Generic,33.17,4.0,https://picsum.photos/seed/390/400/300
392,Moose River Hat,Fashion,"['Khaki Green', 'Silverbelly']",Generic,113.17,4.0,https://picsum.photos/seed/391/400/300
393,L.L.Bean Heritage Fishing Hat,Fashion,"['Ash Bark', 'Dusty Olive']",Generic,77.06,4.0,https://picsum.photos/seed/392/400/300
394,Stetson Spencer Hat,Fashion,['Mushroom'],Generic,70.51,4.0,https://picsum.photos/seed/393/400/300
395,Mens OluKai Alania Flip-Flops,Fashion,['Mustang/Dark Wood'],Generic,67.06,4.0,https://picsum.photos/seed/394/400/300
396,"Anglers Cool Performance Shirt, Print",Fashion,['Platinum Water Camo/Quarry Gray'],Generic,74.33,4.0,https://picsum.photos/seed/395/400/300
397,Tropicwear Cap,Fashion,"['Pewter', 'Soft Blue', 'White']",Generic,141.86,4.0,https://picsum.photos/seed/396/400/300
399,"Mens Technical Fishing Graphic Tees, Short-Sleeve",Fashion,"['Classic Cobalt', 'Mineral Gray', 'Rainforest', '",Generic,43.87,4.0,https://picsum.photos/seed/398/400/300
400,"Maine Inland Fisheries and Wildlife Beanie, Brook Trout",Fashion,['Navy'],Generic,90.3,4.0,https://picsum.photos/seed/399/400/300
401,Anglers Cool Performance Shirt,Fashion,['Herb Green/Quarry Gray'],Generic,58.99,4.0,https://picsum.photos/seed/400/400/300
402,Ultralight Packable Wading Jacket,Fashion,['Avocado'],Generic,121.25,4.0,https://picsum.photos/seed/401/400/300
403,"Mens Technical Fishing Graphic Tees, Long-Sleeve",Fashion,"['Mineral Gray', 'Navy']",Generic,109.0,4.0,https://picsum.photos/seed/402/400/300
404,"Mens Wicked Good Original Slipper Moc, Deerskin-Lined",Fashion,['Brown'],Generic,123.78,4.0,https://picsum.photos/seed/403/400/300
405,"Mens Bean Boots by L.L.Bean®, 8",Fashion,['Tan/Brown'],Generic,103.09,4.0,https://picsum.photos/seed/404/400/300
406,Mens OluKai Nohea Mesh Slip-Ons,Fashion,"['Dark Shadow/Dark Shadow', 'Mustang/Lime Peel']",Generic,109.9,4.0,https://picsum.photos/seed/405/400/300
407,Sea to Summit Bugwear Jacket and Mitts,Fashion,['Olive'],Generic,61.92,4.0,https://picsum.photos/seed/406/400/300
408,Mens Keen Newport H2 Sandals,Fashion,"['Dress Blues/Steel Grey', 'Navy/Medium Grey', 'Ra",Generic,62.48,4.0,https://picsum.photos/seed/407/400/300
409,Mens Casco Bay Boat Mocs,Fashion,"['Canyon', 'Chocolate', 'Light Brown', 'Tan/Bean B",Generic,114.13,4.0,https://picsum.photos/seed/408/400/300
410,Mens Keen® Newport Sandals,Fashion,['Bison'],Generic,133.35,4.0,https://picsum.photos/seed/409/400/300
411,"Mens New Balance 608v5 Sneakers, Suede",Fashion,['Chocolate Brown/White'],Generic,98.38,4.0,https://picsum.photos/seed/410/400/300
412,Mens Rocky Coast Multisport Trail Shoes,Fashion,['Tidal Marsh'],Generic,68.73,4.0,https://picsum.photos/seed/411/400/300
413,"Mens New Balance 608 Cross Trainers, Leather",Fashion,"['Black/White', 'White/Navy']",Generic,90.98,4.0,https://picsum.photos/seed/412/400/300
414,Mens Rocky Coast Multisport Shoes,Fashion,['Carbon Navy'],Generic,35.56,4.0,https://picsum.photos/seed/413/400/300
415,Toddlers Teva Hurricane XLT 2 Sandals,Fashion,"['Gc100 Boomerang', 'Strawberries Pink']",Generic,147.28,4.0,https://picsum.photos/seed/414/400/300
416,Mens Teva Langdon Leather Sandals,Fashion,['Walnut'],Generic,134.53,4.0,https://picsum.photos/seed/415/400/300
417,Mens Wicked Good Moccasins,Fashion,"['Black', 'Brown', 'Chocolate Brown', 'Graphite']",Generic,88.1,4.0,https://picsum.photos/seed/416/400/300
418,Toddlers Puddle Stompers Rain Boots,Fashion,"['Bright Yellow', 'Dark Royal Blue', 'Ruby Coral',",Generic,25.53,4.0,https://picsum.photos/seed/417/400/300
419,Toddlers Animal Paws Slippers,Fashion,['Owl'],Generic,49.38,4.0,https://picsum.photos/seed/418/400/300
420,Infants and Toddlers Keen Newport H2 Sandals,Fashion,"['Blue Depths/Gargoyle', 'Blue Opal/Vibrant Blue',",Generic,86.48,4.0,https://picsum.photos/seed/419/400/300
421,Kids New Balance Fast Sneaker,Fashion,"['Black/Peony', 'Black/UV Blue']",Generic,38.9,4.0,https://picsum.photos/seed/420/400/300
422,Kids Waxed-Canvas L.L.Bean Boots,Fashion,['Navy/Carbon Navy'],Generic,134.73,4.0,https://picsum.photos/seed/421/400/300
423,Toddlers Wicked Good Slippers,Fashion,"['Brown', 'Mariner Blue']",Generic,59.3,4.0,https://picsum.photos/seed/422/400/300
424,"Kids CoolMax Multisport Socks, Two-Pack",Fashion,"['Ocean Blue + Bold Orange', 'Wild Berry + Classic",Generic,30.32,4.0,https://picsum.photos/seed/423/400/300
425,Kids Blaze Knit Sneakers,Fashion,"['Bold Crimson', 'Capri Blue', 'Red-Violet', 'Roya",Generic,73.68,4.0,https://picsum.photos/seed/424/400/300
426,"Mens Snow Sneaker, Mid Lace-Up",Fashion,"['Bean Boot Brown', 'Black']",Generic,37.98,4.0,https://picsum.photos/seed/425/400/300
427,Mens Merrell Moab 2 Waterproof Hiking Boots,Fashion,['Earth'],Generic,104.78,4.0,https://picsum.photos/seed/426/400/300
428,Kids OluKai Pehuea Maka Slip-Ons,Fashion,"['Cotton Candy/Clearwater', 'Spiced Coral/Flame Or",Generic,89.68,4.0,https://picsum.photos/seed/427/400/300
429,Kids OluKai Nalu Slides,Fashion,"['Fossil/Mustang', 'Midnight Navy/Lava Rock']",Generic,124.42,4.0,https://picsum.photos/seed/428/400/300
430,Kids Chaco Outcross 2 Shoes,Fashion,['Peach'],Generic,33.39,4.0,https://picsum.photos/seed/429/400/300
431,Kids Wicked Good Mocs,Fashion,"['Brown', 'Mariner Blue', 'Dusty Periwinkle']",Generic,114.53,4.0,https://picsum.photos/seed/430/400/300
432,"Mens Beans Comfort Fitness Walkers, Leather Mesh",Fashion,['White'],Generic,104.13,4.0,https://picsum.photos/seed/431/400/300
433,"Mens Sunwashed Canvas Sneakers, Slip-On",Fashion,"['Dark Cement', 'Mariner Blue']",Generic,138.5,4.0,https://picsum.photos/seed/432/400/300
434,"Mens Bean Boots by L.L.Bean®, 10 Tumbled-Leather Shearling-Lined",Fashion,['Maple/Brown'],Generic,23.39,4.0,https://picsum.photos/seed/433/400/300
435,"Mens Waterproof Keen Targhee III Hikers, Low",Fashion,['Black Olive/Golden Brown'],Generic,128.9,4.0,https://picsum.photos/seed/434/400/300
436,Mens Merrell Moab 2 Ventilated Trail Shoes,Fashion,['Walnut'],Generic,114.31,4.0,https://picsum.photos/seed/435/400/300
437,Kids Muck Rugged II Hunting Boots,Fashion,['Brown/Realtree Xtra'],Generic,115.34,4.0,https://picsum.photos/seed/436/400/300
438,"Mens Trail Model 4 Waterproof Hiking Shoes, Leather/Suede",Fashion,['Coffee Bean'],Generic,96.05,4.0,https://picsum.photos/seed/437/400/300
439,Mens Salomon X Ultra Low Gore-Tex Hikers,Fashion,"['Black/Magnet', 'Bungee Cord/Vintage Kaki']",Generic,114.34,4.0,https://picsum.photos/seed/438/400/300
440,"Mens Handsewn Slippers, Perforated Flannel-Lined",Fashion,['Graphite'],Generic,133.08,4.0,https://picsum.photos/seed/439/400/300
441,"Mens Kangaroo Upland Hunters Boots, Uninsulated",Fashion,['Brown'],Generic,92.49,4.0,https://picsum.photos/seed/440/400/300
442,Mens Rockport Margin Oxfords,Fashion,['Black'],Generic,54.92,4.0,https://picsum.photos/seed/441/400/300
444,"Mens Allagash Bison Handsewns, Chukka",Fashion,['Raisin'],Generic,20.04,4.0,https://picsum.photos/seed/443/400/300
445,"Mens L.L.Bean Boots, 8 Thinsulate",Fashion,"['Dark Ash/Dark Ash', 'Tan/Brown']",Generic,59.43,4.0,https://picsum.photos/seed/444/400/300
446,Mens New Balance 990v4 Running Shoes,Fashion,['Grey/Castlerock'],Generic,94.56,4.0,https://picsum.photos/seed/445/400/300
447,Mens Swift River Slide Sandals,Fashion,['Brown'],Generic,113.36,4.0,https://picsum.photos/seed/446/400/300
448,Mens Wicked Good Moc Boots II,Fashion,"['Brown', 'Chocolate Brown']",Generic,50.03,4.0,https://picsum.photos/seed/447/400/300
449,"Mens Small Batch L.L.Bean Boot, Flowfold 6",Fashion,"['Heather Gray/Black/Graphite', 'Olive/Bean Boot B",Generic,79.48,4.0,https://picsum.photos/seed/448/400/300
450,"Mens Allagash Penny Loafers, Leather/Nubuck",Fashion,['Bean Boot Brown'],Generic,30.08,4.0,https://picsum.photos/seed/449/400/300
451,Mens Merrell Moab 2 Waterproof Hiking Shoes,Fashion,['Bark Brown'],Generic,47.99,4.0,https://picsum.photos/seed/450/400/300
452,Mens Rockport Cabot Plain-Toe,Fashion,['Brown'],Generic,62.53,4.0,https://picsum.photos/seed/451/400/300
453,Mens Wicked Good Lodge Chukkas,Fashion,"['Brown', 'Chocolate Brown']",Generic,108.51,4.0,https://picsum.photos/seed/452/400/300
454,"Mens Katahdin Hiking Shoes, Suede Mesh",Fashion,"['Carbon Navy/Dark Silk', 'Dark Olive/Dark Cement'",Generic,149.85,4.0,https://picsum.photos/seed/453/400/300
455,"Mens Bison Double-Sole Slippers, Shearling-Lined",Fashion,['Raisin'],Generic,93.1,4.0,https://picsum.photos/seed/454/400/300
456,Mens New Balance 1165v1 Walking Shoes,Fashion,['Black/Silver'],Generic,149.63,4.0,https://picsum.photos/seed/455/400/300
457,Mens Sweater Fleece Scuffs,Fashion,"['Bright Navy', 'Gray Heather', 'Kelp Green']",Generic,120.13,4.0,https://picsum.photos/seed/456/400/300
458,"Mens New Balance® 577 Walking Shoes, Hook-and-Loop Closure",Fashion,"['Black', 'White']",Generic,128.83,4.0,https://picsum.photos/seed/457/400/300
459,"Mens New Balance 577 Walking Shoes, Lace-Up",Fashion,"['Black', 'White']",Generic,62.16,4.0,https://picsum.photos/seed/458/400/300
460,"Mens Leather Double-Sole Slippers, Shearling-Lined",Fashion,['Brown'],Generic,122.96,4.0,https://picsum.photos/seed/459/400/300
461,"Mens Bison Double-Sole Slippers, Leather-Lined",Fashion,['Raisin'],Generic,116.68,4.0,https://picsum.photos/seed/460/400/300
462,Mens North Peak Waterproof Trail Shoes,Fashion,['Classic Navy'],Generic,117.49,4.0,https://picsum.photos/seed/461/400/300
463,"Mens Bean Boots by L.L.Bean®, 8 Gore-Tex/Thinsulate",Fashion,['Tan/Brown'],Generic,46.16,4.0,https://picsum.photos/seed/462/400/300
464,"Mens Gore-Tex Cresta Hiking Boots, Leather/Fabric",Fashion,"['Dark Brown/Green', 'Saddle/Classic Navy']",Generic,34.82,4.0,https://picsum.photos/seed/463/400/300
465,Mens New Balance for L.L.Bean 990v4 Running Shoes,Fashion,['Caramel Cafe/Delicioso'],Generic,87.65,4.0,https://picsum.photos/seed/464/400/300
466,Mens Mountain Slippers,Fashion,['Bean Boot Brown'],Generic,148.97,4.0,https://picsum.photos/seed/465/400/300
467,Toddlers Teva Hurricane XLT 2 Sandals,Fashion,"['Gc100 Boomerang', 'Strawberries Pink']",Generic,86.89,4.0,https://picsum.photos/seed/466/400/300
468,Kids Waterproof Trail Model Hikers,Fashion,"['Black Cherry', 'Dark Loden', 'Twilight']",Generic,43.2,4.0,https://picsum.photos/seed/467/400/300
469,Kids Darn Tough Hiker Junior Socks,Fashion,"['Green', 'Pink']",Generic,140.57,4.0,https://picsum.photos/seed/468/400/300
470,"Kids Cotton Ragg Socks, Two-Pack Quarter-Crew",Fashion,"['Darkest Navy+Dusty Olive', 'Deep Wine+Gray']",Generic,96.33,4.0,https://picsum.photos/seed/469/400/300
471,"Kids Bogs Rain Boots, Clouds",Fashion,['Aqua Multi'],Generic,27.31,4.0,https://picsum.photos/seed/470/400/300
472,"Kids Bogs Rain Boots, Trigeo",Fashion,['Dark Blue Multi'],Generic,82.82,4.0,https://picsum.photos/seed/471/400/300
473,L.L.Bean Wellies Boot Print Kids,Fashion,['Cherry Tomato Stripe'],Generic,124.1,4.0,https://picsum.photos/seed/472/400/300
474,"Kids Wicked Good Slippers, Print",Fashion,['Feldspar Camo'],Generic,42.17,4.0,https://picsum.photos/seed/473/400/300
475,Toddlers Puddle Stompers Rain Boots,Fashion,"['Bright Yellow', 'Dark Royal Blue', 'Ruby Coral',",Generic,122.34,4.0,https://picsum.photos/seed/474/400/300
476,Kids Bogs Amanda Slip-On Boots,Fashion,['Black'],Generic,78.99,4.0,https://picsum.photos/seed/475/400/300
477,Kids Sun-and-Surf Slides,Fashion,"['Feldspar', 'Night', 'Teal Aqua']",Generic,147.96,4.0,https://picsum.photos/seed/476/400/300
478,Kids Darn Tough Katahdin Hiker Crew Socks,Fashion,['Eclipse Heather'],Generic,131.11,4.0,https://picsum.photos/seed/477/400/300
479,Kids OluKai Nohea Lole Slip-Ons,Fashion,['Clay/Trench Blue'],Generic,141.91,4.0,https://picsum.photos/seed/478/400/300
480,Kids No Fly Zone Lightweight Hiking Socks,Fashion,"['Berry', 'Blue']",Generic,93.32,4.0,https://picsum.photos/seed/479/400/300
481,Kids Teva Hurricane XLT 2 Sandals,Fashion,"['Delmar Purple', 'Gc100 Boomerang', 'Speck Sea Gl",Generic,132.43,4.0,https://picsum.photos/seed/480/400/300
482,Kids Puddle Stompers Rain Boots,Fashion,"['Bright Yellow', 'Dark Royal Blue', 'Ruby Coral']",Generic,88.14,4.0,https://picsum.photos/seed/481/400/300
483,Kids Bogs® Classic High Handles Boots,Fashion,['Black'],Generic,99.9,4.0,https://picsum.photos/seed/482/400/300
484,"Kids L.L.Bean Boots, Thinsulate",Fashion,['Tan/Brown'],Generic,99.98,4.0,https://picsum.photos/seed/483/400/300
485,Toddlers Wicked Good Slippers,Fashion,"['Brown', 'Mariner Blue']",Generic,115.05,4.0,https://picsum.photos/seed/484/400/300
486,"Kids Adventure Sneakers, Glow-in-the-Dark",Fashion,"['Alloy Gray', 'Deep Sapphire']",Generic,69.82,4.0,https://picsum.photos/seed/485/400/300
487,"Kids Trail Model Hiker, Low",Fashion,"['Gunmetal Gray', 'Shadow Green', 'Spruce', 'Twili",Generic,50.75,4.0,https://picsum.photos/seed/486/400/300
488,Kids Chaco Odyssey Junior Shoes,Fashion,"['Eclipse', 'Teal']",Generic,60.83,4.0,https://picsum.photos/seed/487/400/300
489,Mens Hoka One One Akasa Running Shoes,Fashion,['Black/Dark Shadow'],Generic,32.91,4.0,https://picsum.photos/seed/488/400/300
490,Mens OluKai Hamakua Chukka Boots,Fashion,['Dark Wood/Toffee'],Generic,22.56,4.0,https://picsum.photos/seed/489/400/300
491,Mens Hoka One One Challenger ATR 5 Trail Running Shoes,Fashion,['Blue Sapphire/Patriot Blue'],Generic,71.28,4.0,https://picsum.photos/seed/490/400/300
492,Kids Wicked Good Slippers,Fashion,"['Brown', 'Dusty Olive', 'Graphite']",Generic,136.19,4.0,https://picsum.photos/seed/491/400/300
493,"Mens East Point Casual Cap-Toe Boots, Waterproof",Fashion,['Coffee Bean'],Generic,29.27,4.0,https://picsum.photos/seed/492/400/300
494,"Cresta No Fly Zone Hiking Socks, Lightweight Two-Pack",Fashion,"['Bright Navy', 'Graystone']",Generic,109.37,4.0,https://picsum.photos/seed/493/400/300
495,Mens Teva Terra-Float Churn Water Shoes,Fashion,['Plaza Taupe'],Generic,83.05,4.0,https://picsum.photos/seed/494/400/300
496,Brooks Ghost 11 Run Shoe Mens,Fashion,['Grey/Blue'],Generic,66.26,4.0,https://picsum.photos/seed/495/400/300
497,Kids CoolMax Nano Glide Reflective Crew Socks,Fashion,"['Black', 'Electric Yellow']",Generic,95.66,4.0,https://picsum.photos/seed/496/400/300
498,"Mens L.L.Bean Boots, 10",Fashion,"['Brown/Brown', 'Tan/Brown']",Generic,78.65,4.0,https://picsum.photos/seed/497/400/300
499,Mens Oboz Bridger Hiking Shoes,Fashion,['Dark Shadow'],Generic,23.91,4.0,https://picsum.photos/seed/498/400/300
500,Mens Vasque Breeze Light Gore-Tex Hiking Shoes,Fashion,['Beluga/Tawny Olive'],Generic,92.24,4.0,https://picsum.photos/seed/499/400/300
501,Mens Keen Targhee II Waterproof Hiking Shoes,Fashion,['Cascade Brown/Golden Yellow'],Generic,27.72,4.0,https://picsum.photos/seed/500/400/300
502,Mens Oboz Tamarack Waterproof Hiking Shoes,Fashion,['Bungee'],Generic,83.8,4.0,https://picsum.photos/seed/501/400/300
503,Mens Signature Waxed Canvas Rubber Moc,Fashion,['Deep Forest/Brown'],Generic,43.77,4.0,https://picsum.photos/seed/502/400/300
504,"Mens L.L.Bean Boots, 10 Gore-Tex/Thinsulate",Fashion,['Dark Cocoa/Bean Boot Brown/Gum'],Generic,77.09,4.0,https://picsum.photos/seed/503/400/300
505,Blundstone 585 Chelsea Boots,Fashion,['Rustic Brown'],Generic,18.12,4.0,https://picsum.photos/seed/504/400/300
506,Mens Vasque Breeze 3.0 Gore-Tex Hiking Shoes,Fashion,['Magnet/Lizard'],Generic,105.93,4.0,https://picsum.photos/seed/505/400/300
507,Blundstone 500 Chelsea Boots,Fashion,"['Stout Brown', 'Voltan Black']",Generic,121.01,4.0,https://picsum.photos/seed/506/400/300
508,Mens Rockport RocSport Lite Five Slip-Ons,Fashion,['Brown'],Generic,83.55,4.0,https://picsum.photos/seed/507/400/300
509,"Mens Maine Hunting Shoes, 10 Gore-Tex/Thinsulate",Fashion,['Brown/Brown'],Generic,140.36,4.0,https://picsum.photos/seed/508/400/300
510,Mens Rockport RocSport Lite Five Lace-Up Shoes,Fashion,['Breen'],Generic,105.24,4.0,https://picsum.photos/seed/509/400/300
511,"Mens Arctic Sport Muck Boots, Mid-Cut",Fashion,['Black'],Generic,18.5,4.0,https://picsum.photos/seed/510/400/300
512,Mens Technical Kangaroo Upland Boots with Boa Closure,Fashion,['Brown'],Generic,143.93,4.0,https://picsum.photos/seed/511/400/300
513,"Cresta Hiking Socks, Midweight Two-Pack",Fashion,"['Bright Navy', 'Graystone', 'Hickory']",Generic,91.66,4.0,https://picsum.photos/seed/512/400/300
514,"Mens Snow Sneakers, Low Lace-Up",Fashion,"['Bean Boot Brown', 'Shale Gray']",Generic,128.17,4.0,https://picsum.photos/seed/513/400/300
515,"Mens New Balance 574 Walking Shoes, Patch",Fashion,"['Marblehead/Black', 'Mineral Green/Black']",Generic,55.41,4.0,https://picsum.photos/seed/514/400/300
516,Mens Salomon Outline Gore-Tex Hiking Boots,Fashion,['Black/Beluga'],Generic,41.05,4.0,https://picsum.photos/seed/515/400/300
